"SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue"
"Ascophyllum_nodosum_3","Ascophyllum nodosum",NA,"Ascophyllum","Aspleniaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Aberg","Mar Ecol Prog Ser","1990","10.3354/meps063281","Aberg Ecol 1992b",4,1985,1988,"2",2,"Maximum length and maximum circumference","No","No","Göteborg",57.6333333333333,11.75,0,"SWE","Europe","TBM","A","Mean","Unmanipulated","W",1985,NA,NA,1988,NA,NA,"Divided","Yes","65 % normal years, 28 % ice years, 7 % extreme ice years",5,0.92
"Ascophyllum_nodosum_3","Ascophyllum nodosum",NA,"Ascophyllum","Aspleniaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Aberg","Mar Ecol Prog Ser","1990","10.3354/meps063281","Aberg Ecol 1992b",4,1985,1988,"2",2,"Maximum length and maximum circumference","No","No","Göteborg",57.6333333333333,11.75,0,"SWE","Europe","TBM","A","Mean","Unmanipulated","W",1985,NA,NA,1988,NA,NA,"Divided","Yes","Normal years",5,1
"Ascophyllum_nodosum_3","Ascophyllum nodosum",NA,"Ascophyllum","Aspleniaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Aberg","Mar Ecol Prog Ser","1990","10.3354/meps063281","Aberg Ecol 1992b",4,1985,1988,"2",2,"Maximum length and maximum circumference","No","No","Göteborg",57.6333333333333,11.75,0,"SWE","Europe","TBM","A","Mean","Unmanipulated","W",1985,NA,NA,1988,NA,NA,"Divided","Yes","Ice years",5,0.8
"Ascophyllum_nodosum_3","Ascophyllum nodosum",NA,"Ascophyllum","Aspleniaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Aberg","Mar Ecol Prog Ser","1990","10.3354/meps063281","Aberg Ecol 1992b",4,1985,1988,"2",2,"Maximum length and maximum circumference","No","No","Göteborg",57.6333333333333,11.75,0,"SWE","Europe","TBM","A","Mean","Unmanipulated","W",1985,NA,NA,1988,NA,NA,"Divided","Yes","Extreme ice years",5,0.6
"Ecklonia_radiata","Ecklonia radiata",NA,"Ecklonia","Lessoniaceae","Laminariales","Phaeophyceae","Heterokonta","Chromalveolata","Algae",NA,NA,"Lees","PhD thesis","2001",NA,NA,4,1995,1998,"4",4,"Biomass","No","No","Wainui Bay; Ohinepaka Bay",NA,NA,NA,"NZL","Oceania",NA,"A","Mean","Unmanipulated","W",1995,NA,NA,1998,NA,NA,"Divided","Yes",NA,8,0.81
"Ecklonia_radiata","Ecklonia radiata",NA,"Ecklonia","Lessoniaceae","Laminariales","Phaeophyceae","Heterokonta","Chromalveolata","Algae",NA,NA,"Lees","PhD thesis","2001",NA,NA,4,1995,1998,"4",4,"Biomass","No","No","Wainui Bay",-43.817,172.750277777778,23,"NZL","Oceania",NA,"A","Mean","Unmanipulated","W",1995,NA,NA,1998,NA,NA,"Divided","Yes",NA,8,0.96
"Ecklonia_radiata","Ecklonia radiata",NA,"Ecklonia","Lessoniaceae","Laminariales","Phaeophyceae","Heterokonta","Chromalveolata","Algae",NA,NA,"Lees","PhD thesis","2001",NA,NA,4,1995,1998,"4",4,"Biomass","No","No","Ohinepaka Bay",-43.85,172.751388888889,82,"NZL","Oceania",NA,"A","Mean","Unmanipulated","W",1995,NA,NA,1998,NA,NA,"Divided","Yes",NA,8,0.71
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1985,NA,"7",1987,NA,"9","Divided","Yes",NA,9,0.7184
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1985,NA,"7",1985,NA,"9","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.756
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"7",1986,NA,"8","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.816
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"7",1987,NA,"8","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"8",1986,NA,"9","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.9
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"8",1987,NA,"9","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1985,NA,"9",1987,NA,"10","Divided","Yes",NA,9,13.8476666666667
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1985,NA,"9",1985,NA,"10","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.959
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"9",1986,NA,"10","Divided","Yes","Mean values of the 3 permanent quadrats",9,39.872
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"9",1987,NA,"10","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.875
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"10",1987,NA,"11","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.915
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1985,NA,"10",1986,NA,"12","Divided","Yes",NA,9,0.889333333333333
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1985,NA,"10",1985,NA,"11","Divided","Yes","Mean values of the 3 permanent quadrats",9,1.001
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1985,NA,"11",1985,NA,"12","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.973
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"10",1986,NA,"12","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.75
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1985,NA,"12",1987,NA,"1","Divided","Yes",NA,9,1.108
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1985,NA,"12",1986,NA,"1","Divided","Yes","Mean values of the 3 permanent quadrats",9,1.216
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"12",1987,NA,"1","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"1",1987,NA,"2","Divided","Yes",NA,9,1.0005
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"1",1986,NA,"2","Divided","Yes","Mean values of the 3 permanent quadrats",9,1.001
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"1",1987,NA,"2","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"2",1987,NA,"3","Divided","Yes",NA,9,0.9665
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"2",1986,NA,"3","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.975
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"2",1987,NA,"3","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"3",1987,NA,"4","Divided","Yes",NA,9,0.9585
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"3",1986,NA,"4","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.973
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"3",1987,NA,"4","Divided","Yes","Mean values of the 3 permanent quadrats",9,1
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"4",1987,NA,"5","Divided","Yes",NA,9,0.788
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"4",1986,NA,"5","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.763
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"4",1987,NA,"5","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.923
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"5",1987,NA,"6","Divided","Yes",NA,9,0.812
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"5",1986,NA,"6","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.945
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"5",1987,NA,"6","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.782
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,"6",1987,NA,"7","Divided","Yes",NA,9,0.7245
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1986,NA,"6",1986,NA,"7","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.945
"Fucus_distichus","Fucus vesiculosus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Ang; de Wreede","Mar Ecol Prog Ser","1993","10.3354/meps093253",NA,5,1985,1989,"12",1,"Plant size","Yes","No","False Creek",49.2833333333333,-123.116666666667,10,"CAN","N America","TCF","A","Seasonal","Unmanipulated","W",1987,NA,"6",1987,NA,"7","Divided","Yes","Mean values of the 3 permanent quadrats",9,0.687
"Fucus_serratus","Fucus serratus",NA,"Fucus","Fucaceae","Fucales","Phaeophyceae","Heterokontophyta","Chromalveolata","Algae",NA,NA,"Araújo; Serrao; Sousa-Pinto; Aberg","PLoS ONE","2014","10.1371/journal.pone.0092177",NA,5,2005,2009,"France: 2 (2006-2007), 1 (2007-2009); Portugal: 2 (2006-2008), 1 (2009)",NA,"Dryweight","No","No","All Sites",NA,NA,NA,NA,"Europe","TSS","A","Mean","Unmanipulated","W",2005,NA,NA,2009,NA,NA,"Divided","Yes",NA,6,4.39885
